Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,361569,-,-,-,36.06,-114.93,0,628,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI
2023,1,1,0,0,18
2023,1,1,0,15,6
2023,1,1,0,30,0
2023,1,1,0,45,0
2023,1,1,1,0,0
2023,1,1,1,15,0
2023,1,1,1,30,0
2023,1,1,1,45,0
2023,1,1,2,0,0
2023,1,1,2,15,0
2023,1,1,2,30,0
2023,1,1,2,45,0
2023,1,1,3,0,0
2023,1,1,3,15,0
2023,1,1,3,30,0
2023,1,1,3,45,0
2023,1,1,4,0,0
2023,1,1,4,15,0
2023,1,1,4,30,0
2023,1,1,4,45,0
2023,1,1,5,0,0
2023,1,1,5,15,0
2023,1,1,5,30,0
2023,1,1,5,45,0
2023,1,1,6,0,0
2023,1,1,6,15,0
2023,1,1,6,30,0
2023,1,1,6,45,0
2023,1,1,7,0,0
2023,1,1,7,15,0
2023,1,1,7,30,0
2023,1,1,7,45,0
2023,1,1,8,0,0
2023,1,1,8,15,0
2023,1,1,8,30,0
2023,1,1,8,45,0
2023,1,1,9,0,0
2023,1,1,9,15,0
2023,1,1,9,30,0
2023,1,1,9,45,0
2023,1,1,10,0,0
2023,1,1,10,15,0
2023,1,1,10,30,0
2023,1,1,10,45,0
2023,1,1,11,0,0
2023,1,1,11,15,0
2023,1,1,11,30,0
2023,1,1,11,45,0
2023,1,1,12,0,0
2023,1,1,12,15,0
2023,1,1,12,30,0
2023,1,1,12,45,0
2023,1,1,13,0,0
2023,1,1,13,15,0
2023,1,1,13,30,0
2023,1,1,13,45,0
2023,1,1,14,0,0
2023,1,1,14,15,0
2023,1,1,14,30,0
2023,1,1,14,45,0
2023,1,1,15,0,4
2023,1,1,15,15,16
2023,1,1,15,30,14
2023,1,1,15,45,104
2023,1,1,16,0,84
2023,1,1,16,15,78
2023,1,1,16,30,124
2023,1,1,16,45,238
2023,1,1,17,0,321
2023,1,1,17,15,305
2023,1,1,17,30,397
2023,1,1,17,45,431
2023,1,1,18,0,458
2023,1,1,18,15,116
2023,1,1,18,30,279
2023,1,1,18,45,522
2023,1,1,19,0,535
2023,1,1,19,15,545
2023,1,1,19,30,550
2023,1,1,19,45,552
2023,1,1,20,0,427
2023,1,1,20,15,401
2023,1,1,20,30,445
2023,1,1,20,45,425
2023,1,1,21,0,426
2023,1,1,21,15,304
2023,1,1,21,30,287
2023,1,1,21,45,238
2023,1,1,22,0,213
2023,1,1,22,15,235
2023,1,1,22,30,238
2023,1,1,22,45,81
2023,1,1,23,0,9
2023,1,1,23,15,7
2023,1,1,23,30,3
2023,1,1,23,45,41
2023,1,2,0,0,25
2023,1,2,0,15,18
2023,1,2,0,30,0
2023,1,2,0,45,0
2023,1,2,1,0,0
2023,1,2,1,15,0
2023,1,2,1,30,0
2023,1,2,1,45,0
2023,1,2,2,0,0
2023,1,2,2,15,0
2023,1,2,2,30,0
2023,1,2,2,45,0
2023,1,2,3,0,0
2023,1,2,3,15,0
2023,1,2,3,30,0
2023,1,2,3,45,0
2023,1,2,4,0,0
2023,1,2,4,15,0
2023,1,2,4,30,0
2023,1,2,4,45,0
2023,1,2,5,0,0
2023,1,2,5,15,0
2023,1,2,5,30,0
2023,1,2,5,45,0
2023,1,2,6,0,0
2023,1,2,6,15,0
2023,1,2,6,30,0
2023,1,2,6,45,0
2023,1,2,7,0,0
2023,1,2,7,15,0
2023,1,2,7,30,0
2023,1,2,7,45,0
2023,1,2,8,0,0
2023,1,2,8,15,0
2023,1,2,8,30,0
2023,1,2,8,45,0
2023,1,2,9,0,0
2023,1,2,9,15,0
2023,1,2,9,30,0
2023,1,2,9,45,0
2023,1,2,10,0,0
2023,1,2,10,15,0
2023,1,2,10,30,0
2023,1,2,10,45,0
2023,1,2,11,0,0
2023,1,2,11,15,0
2023,1,2,11,30,0
2023,1,2,11,45,0
2023,1,2,12,0,0
2023,1,2,12,15,0
2023,1,2,12,30,0
2023,1,2,12,45,0
2023,1,2,13,0,0
2023,1,2,13,15,0
2023,1,2,13,30,0
2023,1,2,13,45,0
2023,1,2,14,0,0
2023,1,2,14,15,0
2023,1,2,14,30,0
2023,1,2,14,45,0
2023,1,2,15,0,6
2023,1,2,15,15,25
2023,1,2,15,30,49
2023,1,2,15,45,72
2023,1,2,16,0,101
2023,1,2,16,15,143
2023,1,2,16,30,255
2023,1,2,16,45,296
2023,1,2,17,0,335
2023,1,2,17,15,371
2023,1,2,17,30,405
2023,1,2,17,45,438
2023,1,2,18,0,466
2023,1,2,18,15,491
2023,1,2,18,30,512
2023,1,2,18,45,529
2023,1,2,19,0,543
2023,1,2,19,15,552
2023,1,2,19,30,561
2023,1,2,19,45,563
2023,1,2,20,0,561
2023,1,2,20,15,554
2023,1,2,20,30,544
2023,1,2,20,45,529
2023,1,2,21,0,512
2023,1,2,21,15,490
2023,1,2,21,30,465
2023,1,2,21,45,436
2023,1,2,22,0,404
2023,1,2,22,15,370
2023,1,2,22,30,287
2023,1,2,22,45,242
2023,1,2,23,0,35
2023,1,2,23,15,160
2023,1,2,23,30,135
2023,1,2,23,45,59
2023,1,3,0,0,39
2023,1,3,0,15,21
2023,1,3,0,30,0
2023,1,3,0,45,0
2023,1,3,1,0,0
2023,1,3,1,15,0
2023,1,3,1,30,0
2023,1,3,1,45,0
2023,1,3,2,0,0
2023,1,3,2,15,0
2023,1,3,2,30,0
2023,1,3,2,45,0
2023,1,3,3,0,0
2023,1,3,3,15,0
2023,1,3,3,30,0
2023,1,3,3,45,0
2023,1,3,4,0,0
2023,1,3,4,15,0
2023,1,3,4,30,0
2023,1,3,4,45,0
2023,1,3,5,0,0
2023,1,3,5,15,0
2023,1,3,5,30,0
2023,1,3,5,45,0
2023,1,3,6,0,0
2023,1,3,6,15,0
2023,1,3,6,30,0
2023,1,3,6,45,0
2023,1,3,7,0,0
2023,1,3,7,15,0
2023,1,3,7,30,0
2023,1,3,7,45,0
2023,1,3,8,0,0
2023,1,3,8,15,0
2023,1,3,8,30,0
2023,1,3,8,45,0
2023,1,3,9,0,0
2023,1,3,9,15,0
2023,1,3,9,30,0
2023,1,3,9,45,0
2023,1,3,10,0,0
2023,1,3,10,15,0
2023,1,3,10,30,0
2023,1,3,10,45,0
2023,1,3,11,0,0
2023,1,3,11,15,0
2023,1,3,11,30,0
2023,1,3,11,45,0
2023,1,3,12,0,0
2023,1,3,12,15,0
2023,1,3,12,30,0
2023,1,3,12,45,0
2023,1,3,13,0,0
2023,1,3,13,15,0
2023,1,3,13,30,0
2023,1,3,13,45,0
2023,1,3,14,0,0
2023,1,3,14,15,0
2023,1,3,14,30,0
2023,1,3,14,45,0
2023,1,3,15,0,4
2023,1,3,15,15,11
2023,1,3,15,30,24
2023,1,3,15,45,61
2023,1,3,16,0,83
2023,1,3,16,15,158
2023,1,3,16,30,173
2023,1,3,16,45,197
2023,1,3,17,0,80
2023,1,3,17,15,70
2023,1,3,17,30,100
2023,1,3,17,45,111
2023,1,3,18,0,344
2023,1,3,18,15,184
2023,1,3,18,30,367
2023,1,3,18,45,446
2023,1,3,19,0,343
2023,1,3,19,15,378
2023,1,3,19,30,307
2023,1,3,19,45,393
2023,1,3,20,0,394
2023,1,3,20,15,546
2023,1,3,20,30,535
2023,1,3,20,45,522
2023,1,3,21,0,504
2023,1,3,21,15,458
2023,1,3,21,30,338
2023,1,3,21,45,325
2023,1,3,22,0,308
2023,1,3,22,15,266
2023,1,3,22,30,208
2023,1,3,22,45,171
2023,1,3,23,0,79
2023,1,3,23,15,80
2023,1,3,23,30,146
2023,1,3,23,45,92
2023,1,4,0,0,45
2023,1,4,0,15,26
2023,1,4,0,30,0
2023,1,4,0,45,0
2023,1,4,1,0,0
2023,1,4,1,15,0
2023,1,4,1,30,0
2023,1,4,1,45,0
2023,1,4,2,0,0
2023,1,4,2,15,0
2023,1,4,2,30,0
2023,1,4,2,45,0
2023,1,4,3,0,0
2023,1,4,3,15,0
2023,1,4,3,30,0
2023,1,4,3,45,0
2023,1,4,4,0,0
2023,1,4,4,15,0
2023,1,4,4,30,0
2023,1,4,4,45,0
2023,1,4,5,0,0
2023,1,4,5,15,0
2023,1,4,5,30,0
2023,1,4,5,45,0
2023,1,4,6,0,0
2023,1,4,6,15,0
2023,1,4,6,30,0
2023,1,4,6,45,0
2023,1,4,7,0,0
2023,1,4,7,15,0
2023,1,4,7,30,0
2023,1,4,7,45,0
2023,1,4,8,0,0
2023,1,4,8,15,0
2023,1,4,8,30,0
2023,1,4,8,45,0
2023,1,4,9,0,0
2023,1,4,9,15,0
2023,1,4,9,30,0
2023,1,4,9,45,0
2023,1,4,10,0,0
2023,1,4,10,15,0
2023,1,4,10,30,0
2023,1,4,10,45,0
2023,1,4,11,0,0
2023,1,4,11,15,0
2023,1,4,11,30,0
2023,1,4,11,45,0
2023,1,4,12,0,0
2023,1,4,12,15,0
2023,1,4,12,30,0
2023,1,4,12,45,0
2023,1,4,13,0,0
2023,1,4,13,15,0
2023,1,4,13,30,0
2023,1,4,13,45,0
2023,1,4,14,0,0
2023,1,4,14,15,0
2023,1,4,14,30,0
2023,1,4,14,45,0
2023,1,4,15,0,5
2023,1,4,15,15,15
2023,1,4,15,30,8
2023,1,4,15,45,53
2023,1,4,16,0,118
2023,1,4,16,15,76
2023,1,4,16,30,71
2023,1,4,16,45,164
2023,1,4,17,0,123
2023,1,4,17,15,93
2023,1,4,17,30,145
2023,1,4,17,45,70
2023,1,4,18,0,69
2023,1,4,18,15,108
2023,1,4,18,30,64
2023,1,4,18,45,71
2023,1,4,19,0,123
2023,1,4,19,15,130
2023,1,4,19,30,168
2023,1,4,19,45,330
2023,1,4,20,0,226
2023,1,4,20,15,123
2023,1,4,20,30,165
2023,1,4,20,45,28
2023,1,4,21,0,237
2023,1,4,21,15,62
2023,1,4,21,30,34
2023,1,4,21,45,83
2023,1,4,22,0,76
2023,1,4,22,15,46
2023,1,4,22,30,22
2023,1,4,22,45,5
2023,1,4,23,0,98
2023,1,4,23,15,98
2023,1,4,23,30,3
2023,1,4,23,45,73
2023,1,5,0,0,76
2023,1,5,0,15,15
2023,1,5,0,30,5
2023,1,5,0,45,0
2023,1,5,1,0,0
2023,1,5,1,15,0
2023,1,5,1,30,0
2023,1,5,1,45,0
2023,1,5,2,0,0
2023,1,5,2,15,0
2023,1,5,2,30,0
2023,1,5,2,45,0
2023,1,5,3,0,0
2023,1,5,3,15,0
2023,1,5,3,30,0
2023,1,5,3,45,0
2023,1,5,4,0,0
2023,1,5,4,15,0
2023,1,5,4,30,0
2023,1,5,4,45,0
2023,1,5,5,0,0
2023,1,5,5,15,0
2023,1,5,5,30,0
2023,1,5,5,45,0
2023,1,5,6,0,0
2023,1,5,6,15,0
2023,1,5,6,30,0
2023,1,5,6,45,0
2023,1,5,7,0,0
2023,1,5,7,15,0
2023,1,5,7,30,0
2023,1,5,7,45,0
2023,1,5,8,0,0
2023,1,5,8,15,0
2023,1,5,8,30,0
2023,1,5,8,45,0
2023,1,5,9,0,0
2023,1,5,9,15,0
2023,1,5,9,30,0
2023,1,5,9,45,0
2023,1,5,10,0,0
2023,1,5,10,15,0
2023,1,5,10,30,0
2023,1,5,10,45,0
2023,1,5,11,0,0
2023,1,5,11,15,0
2023,1,5,11,30,0
2023,1,5,11,45,0
2023,1,5,12,0,0
2023,1,5,12,15,0
2023,1,5,12,30,0
2023,1,5,12,45,0
2023,1,5,13,0,0
2023,1,5,13,15,0
2023,1,5,13,30,0
2023,1,5,13,45,0
2023,1,5,14,0,0
2023,1,5,14,15,0
2023,1,5,14,30,0
2023,1,5,14,45,0
2023,1,5,15,0,4
2023,1,5,15,15,16
2023,1,5,15,30,28
2023,1,5,15,45,70
2023,1,5,16,0,128
2023,1,5,16,15,163
2023,1,5,16,30,208
2023,1,5,16,45,180
2023,1,5,17,0,212
2023,1,5,17,15,134
2023,1,5,17,30,21
2023,1,5,17,45,8
2023,1,5,18,0,102
2023,1,5,18,15,301
2023,1,5,18,30,322
2023,1,5,18,45,36
2023,1,5,19,0,260
2023,1,5,19,15,12
2023,1,5,19,30,398
2023,1,5,19,45,61
2023,1,5,20,0,307
2023,1,5,20,15,43
2023,1,5,20,30,9
2023,1,5,20,45,153
2023,1,5,21,0,9
2023,1,5,21,15,399
2023,1,5,21,30,274
2023,1,5,21,45,203
2023,1,5,22,0,44
2023,1,5,22,15,70
2023,1,5,22,30,283
2023,1,5,22,45,156
2023,1,5,23,0,74
2023,1,5,23,15,6
2023,1,5,23,30,4
2023,1,5,23,45,105
2023,1,6,0,0,19
2023,1,6,0,15,16
2023,1,6,0,30,5
2023,1,6,0,45,0
2023,1,6,1,0,0
2023,1,6,1,15,0
2023,1,6,1,30,0
2023,1,6,1,45,0
2023,1,6,2,0,0
2023,1,6,2,15,0
2023,1,6,2,30,0
2023,1,6,2,45,0
2023,1,6,3,0,0
2023,1,6,3,15,0
2023,1,6,3,30,0
2023,1,6,3,45,0
2023,1,6,4,0,0
2023,1,6,4,15,0
2023,1,6,4,30,0
2023,1,6,4,45,0
2023,1,6,5,0,0
2023,1,6,5,15,0
2023,1,6,5,30,0
2023,1,6,5,45,0
2023,1,6,6,0,0
2023,1,6,6,15,0
2023,1,6,6,30,0
2023,1,6,6,45,0
2023,1,6,7,0,0
2023,1,6,7,15,0
2023,1,6,7,30,0
2023,1,6,7,45,0
2023,1,6,8,0,0
2023,1,6,8,15,0
2023,1,6,8,30,0
2023,1,6,8,45,0
2023,1,6,9,0,0
2023,1,6,9,15,0
2023,1,6,9,30,0
2023,1,6,9,45,0
2023,1,6,10,0,0
2023,1,6,10,15,0
2023,1,6,10,30,0
2023,1,6,10,45,0
2023,1,6,11,0,0
2023,1,6,11,15,0
2023,1,6,11,30,0
2023,1,6,11,45,0
2023,1,6,12,0,0
2023,1,6,12,15,0
2023,1,6,12,30,0
2023,1,6,12,45,0
2023,1,6,13,0,0
2023,1,6,13,15,0
2023,1,6,13,30,0
2023,1,6,13,45,0
2023,1,6,14,0,0
2023,1,6,14,15,0
2023,1,6,14,30,0
2023,1,6,14,45,0
2023,1,6,15,0,15
2023,1,6,15,15,45
2023,1,6,15,30,83
2023,1,6,15,45,125
2023,1,6,16,0,168
2023,1,6,16,15,212
2023,1,6,16,30,254
2023,1,6,16,45,296
2023,1,6,17,0,335
2023,1,6,17,15,372
2023,1,6,17,30,406
2023,1,6,17,45,437
2023,1,6,18,0,466
2023,1,6,18,15,490
2023,1,6,18,30,512
2023,1,6,18,45,529
2023,1,6,19,0,543
2023,1,6,19,15,553
2023,1,6,19,30,559
2023,1,6,19,45,562
2023,1,6,20,0,560
2023,1,6,20,15,554
2023,1,6,20,30,544
2023,1,6,20,45,533
2023,1,6,21,0,516
2023,1,6,21,15,495
2023,1,6,21,30,470
2023,1,6,21,45,443
2023,1,6,22,0,411
2023,1,6,22,15,377
2023,1,6,22,30,340
2023,1,6,22,45,301
2023,1,6,23,0,260
2023,1,6,23,15,217
2023,1,6,23,30,174
2023,1,6,23,45,131
2023,1,7,0,0,88
2023,1,7,0,15,49
2023,1,7,0,30,18
2023,1,7,0,45,0
2023,1,7,1,0,0
2023,1,7,1,15,0
2023,1,7,1,30,0
2023,1,7,1,45,0
2023,1,7,2,0,0
2023,1,7,2,15,0
2023,1,7,2,30,0
2023,1,7,2,45,0
2023,1,7,3,0,0
2023,1,7,3,15,0
2023,1,7,3,30,0
2023,1,7,3,45,0
2023,1,7,4,0,0
2023,1,7,4,15,0
2023,1,7,4,30,0
2023,1,7,4,45,0
2023,1,7,5,0,0
2023,1,7,5,15,0
2023,1,7,5,30,0
2023,1,7,5,45,0
2023,1,7,6,0,0
2023,1,7,6,15,0
2023,1,7,6,30,0
2023,1,7,6,45,0
2023,1,7,7,0,0
2023,1,7,7,15,0
2023,1,7,7,30,0
2023,1,7,7,45,0
2023,1,7,8,0,0
2023,1,7,8,15,0
2023,1,7,8,30,0
2023,1,7,8,45,0
2023,1,7,9,0,0
2023,1,7,9,15,0
2023,1,7,9,30,0
2023,1,7,9,45,0
2023,1,7,10,0,0
2023,1,7,10,15,0
2023,1,7,10,30,0
2023,1,7,10,45,0
2023,1,7,11,0,0
2023,1,7,11,15,0
2023,1,7,11,30,0
2023,1,7,11,45,0
2023,1,7,12,0,0
2023,1,7,12,15,0
2023,1,7,12,30,0
2023,1,7,12,45,0
2023,1,7,13,0,0
2023,1,7,13,15,0
2023,1,7,13,30,0
2023,1,7,13,45,0
2023,1,7,14,0,0
2023,1,7,14,15,0
2023,1,7,14,30,0
2023,1,7,14,45,0
2023,1,7,15,0,16
2023,1,7,15,15,47
2023,1,7,15,30,86
2023,1,7,15,45,129
2023,1,7,16,0,173
2023,1,7,16,15,189
2023,1,7,16,30,261
2023,1,7,16,45,270
2023,1,7,17,0,343
2023,1,7,17,15,381
2023,1,7,17,30,333
2023,1,7,17,45,315
2023,1,7,18,0,119
2023,1,7,18,15,416
2023,1,7,18,30,416
2023,1,7,18,45,487
2023,1,7,19,0,474
2023,1,7,19,15,340
2023,1,7,19,30,333
2023,1,7,19,45,423
2023,1,7,20,0,462
2023,1,7,20,15,419
2023,1,7,20,30,365
2023,1,7,20,45,290
2023,1,7,21,0,184
2023,1,7,21,15,285
2023,1,7,21,30,227
2023,1,7,21,45,143
2023,1,7,22,0,338
2023,1,7,22,15,214
2023,1,7,22,30,258
2023,1,7,22,45,131
2023,1,7,23,0,5
2023,1,7,23,15,68
2023,1,7,23,30,123
2023,1,7,23,45,73
2023,1,8,0,0,63
2023,1,8,0,15,34
2023,1,8,0,30,11
2023,1,8,0,45,0
2023,1,8,1,0,0
2023,1,8,1,15,0
2023,1,8,1,30,0
2023,1,8,1,45,0
2023,1,8,2,0,0
2023,1,8,2,15,0
2023,1,8,2,30,0
2023,1,8,2,45,0
2023,1,8,3,0,0
2023,1,8,3,15,0
2023,1,8,3,30,0
2023,1,8,3,45,0
2023,1,8,4,0,0
2023,1,8,4,15,0
2023,1,8,4,30,0
2023,1,8,4,45,0
2023,1,8,5,0,0
2023,1,8,5,15,0
2023,1,8,5,30,0
2023,1,8,5,45,0
2023,1,8,6,0,0
2023,1,8,6,15,0
2023,1,8,6,30,0
2023,1,8,6,45,0
2023,1,8,7,0,0
2023,1,8,7,15,0
2023,1,8,7,30,0
2023,1,8,7,45,0
2023,1,8,8,0,0
2023,1,8,8,15,0
2023,1,8,8,30,0
2023,1,8,8,45,0
2023,1,8,9,0,0
2023,1,8,9,15,0
2023,1,8,9,30,0
2023,1,8,9,45,0
2023,1,8,10,0,0
2023,1,8,10,15,0
2023,1,8,10,30,0
2023,1,8,10,45,0
2023,1,8,11,0,0
2023,1,8,11,15,0
2023,1,8,11,30,0
2023,1,8,11,45,0
2023,1,8,12,0,0
2023,1,8,12,15,0
2023,1,8,12,30,0
2023,1,8,12,45,0
2023,1,8,13,0,0
2023,1,8,13,15,0
2023,1,8,13,30,0
2023,1,8,13,45,0
2023,1,8,14,0,0
2023,1,8,14,15,0
2023,1,8,14,30,0
2023,1,8,14,45,0
2023,1,8,15,0,6
2023,1,8,15,15,28
2023,1,8,15,30,53
2023,1,8,15,45,123
2023,1,8,16,0,166
2023,1,8,16,15,181
2023,1,8,16,30,236
2023,1,8,16,45,246
2023,1,8,17,0,291
2023,1,8,17,15,361
2023,1,8,17,30,293
2023,1,8,17,45,303
2023,1,8,18,0,352
2023,1,8,18,15,365
2023,1,8,18,30,327
2023,1,8,18,45,265
2023,1,8,19,0,211
2023,1,8,19,15,266
2023,1,8,19,30,286
2023,1,8,19,45,286
2023,1,8,20,0,260
2023,1,8,20,15,412
2023,1,8,20,30,545
2023,1,8,20,45,455
2023,1,8,21,0,427
2023,1,8,21,15,345
2023,1,8,21,30,387
2023,1,8,21,45,443
2023,1,8,22,0,412
2023,1,8,22,15,378
2023,1,8,22,30,342
2023,1,8,22,45,303
2023,1,8,23,0,262
2023,1,8,23,15,220
2023,1,8,23,30,177
2023,1,8,23,45,116
2023,1,9,0,0,91
2023,1,9,0,15,36
2023,1,9,0,30,12
2023,1,9,0,45,0
2023,1,9,1,0,0
2023,1,9,1,15,0
2023,1,9,1,30,0
2023,1,9,1,45,0
2023,1,9,2,0,0
2023,1,9,2,15,0
2023,1,9,2,30,0
2023,1,9,2,45,0
2023,1,9,3,0,0
2023,1,9,3,15,0
2023,1,9,3,30,0
2023,1,9,3,45,0
2023,1,9,4,0,0
2023,1,9,4,15,0
2023,1,9,4,30,0
2023,1,9,4,45,0
2023,1,9,5,0,0
2023,1,9,5,15,0
2023,1,9,5,30,0
2023,1,9,5,45,0
2023,1,9,6,0,0
2023,1,9,6,15,0
2023,1,9,6,30,0
2023,1,9,6,45,0
2023,1,9,7,0,0
2023,1,9,7,15,0
2023,1,9,7,30,0
2023,1,9,7,45,0
2023,1,9,8,0,0
2023,1,9,8,15,0
2023,1,9,8,30,0
2023,1,9,8,45,0
2023,1,9,9,0,0
2023,1,9,9,15,0
2023,1,9,9,30,0
2023,1,9,9,45,0
2023,1,9,10,0,0
2023,1,9,10,15,0
2023,1,9,10,30,0
2023,1,9,10,45,0
2023,1,9,11,0,0
2023,1,9,11,15,0
2023,1,9,11,30,0
2023,1,9,11,45,0
2023,1,9,12,0,0
2023,1,9,12,15,0
2023,1,9,12,30,0
2023,1,9,12,45,0
2023,1,9,13,0,0
2023,1,9,13,15,0
2023,1,9,13,30,0
2023,1,9,13,45,0
2023,1,9,14,0,0
2023,1,9,14,15,0
2023,1,9,14,30,0
2023,1,9,14,45,0
2023,1,9,15,0,4
2023,1,9,15,15,16
2023,1,9,15,30,30
2023,1,9,15,45,79
2023,1,9,16,0,50
2023,1,9,16,15,23
2023,1,9,16,30,25
2023,1,9,16,45,22
2023,1,9,17,0,168
2023,1,9,17,15,192
2023,1,9,17,30,310
2023,1,9,17,45,162
2023,1,9,18,0,321
2023,1,9,18,15,332
2023,1,9,18,30,374
2023,1,9,18,45,294
2023,1,9,19,0,219
2023,1,9,19,15,352
2023,1,9,19,30,381
2023,1,9,19,45,335
2023,1,9,20,0,327
2023,1,9,20,15,417
2023,1,9,20,30,405
2023,1,9,20,45,268
2023,1,9,21,0,344
2023,1,9,21,15,159
2023,1,9,21,30,345
2023,1,9,21,45,122
2023,1,9,22,0,165
2023,1,9,22,15,157
2023,1,9,22,30,131
2023,1,9,22,45,184
2023,1,9,23,0,149
2023,1,9,23,15,84
2023,1,9,23,30,16
2023,1,9,23,45,3
2023,1,10,0,0,16
2023,1,10,0,15,10
2023,1,10,0,30,7
2023,1,10,0,45,0
2023,1,10,1,0,0
2023,1,10,1,15,0
2023,1,10,1,30,0
2023,1,10,1,45,0
2023,1,10,2,0,0
2023,1,10,2,15,0
2023,1,10,2,30,0
2023,1,10,2,45,0
2023,1,10,3,0,0
2023,1,10,3,15,0
2023,1,10,3,30,0
2023,1,10,3,45,0
2023,1,10,4,0,0
2023,1,10,4,15,0
2023,1,10,4,30,0
2023,1,10,4,45,0
2023,1,10,5,0,0
2023,1,10,5,15,0
2023,1,10,5,30,0
2023,1,10,5,45,0
2023,1,10,6,0,0
2023,1,10,6,15,0
2023,1,10,6,30,0
2023,1,10,6,45,0
2023,1,10,7,0,0
2023,1,10,7,15,0
2023,1,10,7,30,0
2023,1,10,7,45,0
2023,1,10,8,0,0
2023,1,10,8,15,0
2023,1,10,8,30,0
2023,1,10,8,45,0
2023,1,10,9,0,0
2023,1,10,9,15,0
2023,1,10,9,30,0
2023,1,10,9,45,0
2023,1,10,10,0,0
2023,1,10,10,15,0
2023,1,10,10,30,0
2023,1,10,10,45,0
2023,1,10,11,0,0
2023,1,10,11,15,0
2023,1,10,11,30,0
2023,1,10,11,45,0
2023,1,10,12,0,0
2023,1,10,12,15,0
2023,1,10,12,30,0
2023,1,10,12,45,0
2023,1,10,13,0,0
2023,1,10,13,15,0
2023,1,10,13,30,0
2023,1,10,13,45,0
2023,1,10,14,0,0
2023,1,10,14,15,0
2023,1,10,14,30,0
2023,1,10,14,45,0
2023,1,10,15,0,7
2023,1,10,15,15,22
2023,1,10,15,30,42
2023,1,10,15,45,94
2023,1,10,16,0,127
2023,1,10,16,15,203
2023,1,10,16,30,155
2023,1,10,16,45,206
2023,1,10,17,0,161
2023,1,10,17,15,256
2023,1,10,17,30,368
2023,1,10,17,45,281
2023,1,10,18,0,196
2023,1,10,18,15,481
2023,1,10,18,30,507
2023,1,10,18,45,522
2023,1,10,19,0,536
2023,1,10,19,15,545
2023,1,10,19,30,551
2023,1,10,19,45,338
2023,1,10,20,0,344
2023,1,10,20,15,359
2023,1,10,20,30,449
2023,1,10,20,45,355
2023,1,10,21,0,56
2023,1,10,21,15,10
2023,1,10,21,30,87
2023,1,10,21,45,37
2023,1,10,22,0,239
2023,1,10,22,15,7
2023,1,10,22,30,7
2023,1,10,22,45,6
2023,1,10,23,0,86
2023,1,10,23,15,4
2023,1,10,23,30,4
2023,1,10,23,45,3
2023,1,11,0,0,41
2023,1,11,0,15,14
2023,1,11,0,30,12
2023,1,11,0,45,0
2023,1,11,1,0,0
2023,1,11,1,15,0
2023,1,11,1,30,0
2023,1,11,1,45,0
2023,1,11,2,0,0
2023,1,11,2,15,0
2023,1,11,2,30,0
2023,1,11,2,45,0
2023,1,11,3,0,0
2023,1,11,3,15,0
2023,1,11,3,30,0
2023,1,11,3,45,0
2023,1,11,4,0,0
2023,1,11,4,15,0
2023,1,11,4,30,0
2023,1,11,4,45,0
2023,1,11,5,0,0
2023,1,11,5,15,0
2023,1,11,5,30,0
2023,1,11,5,45,0
2023,1,11,6,0,0
2023,1,11,6,15,0
2023,1,11,6,30,0
2023,1,11,6,45,0
2023,1,11,7,0,0
2023,1,11,7,15,0
2023,1,11,7,30,0
2023,1,11,7,45,0
2023,1,11,8,0,0
2023,1,11,8,15,0
2023,1,11,8,30,0
2023,1,11,8,45,0
2023,1,11,9,0,0
2023,1,11,9,15,0
2023,1,11,9,30,0
2023,1,11,9,45,0
2023,1,11,10,0,0
2023,1,11,10,15,0
2023,1,11,10,30,0
2023,1,11,10,45,0
2023,1,11,11,0,0
2023,1,11,11,15,0
2023,1,11,11,30,0
2023,1,11,11,45,0
2023,1,11,12,0,0
2023,1,11,12,15,0
2023,1,11,12,30,0
2023,1,11,12,45,0
2023,1,11,13,0,0
2023,1,11,13,15,0
2023,1,11,13,30,0
2023,1,11,13,45,0
2023,1,11,14,0,0
2023,1,11,14,15,0
2023,1,11,14,30,0
2023,1,11,14,45,0
2023,1,11,15,0,16
2023,1,11,15,15,22
2023,1,11,15,30,41
2023,1,11,15,45,126
2023,1,11,16,0,170
2023,1,11,16,15,214
2023,1,11,16,30,257
2023,1,11,16,45,299
2023,1,11,17,0,339
2023,1,11,17,15,376
