Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,361569,-,-,-,36.06,-114.93,0,628,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI
2023,2,20,11,30,0
2023,2,20,11,45,0
2023,2,20,12,0,0
2023,2,20,12,15,0
2023,2,20,12,30,0
2023,2,20,12,45,0
2023,2,20,13,0,0
2023,2,20,13,15,0
2023,2,20,13,30,0
2023,2,20,13,45,0
2023,2,20,14,0,0
2023,2,20,14,15,0
2023,2,20,14,30,15
2023,2,20,14,45,47
2023,2,20,15,0,90
2023,2,20,15,15,139
2023,2,20,15,30,190
2023,2,20,15,45,241
2023,2,20,16,0,293
2023,2,20,16,15,343
2023,2,20,16,30,392
2023,2,20,16,45,439
2023,2,20,17,0,484
2023,2,20,17,15,526
2023,2,20,17,30,565
2023,2,20,17,45,603
2023,2,20,18,0,636
2023,2,20,18,15,665
2023,2,20,18,30,690
2023,2,20,18,45,711
2023,2,20,19,0,728
2023,2,20,19,15,741
2023,2,20,19,30,750
2023,2,20,19,45,755
2023,2,20,20,0,755
2023,2,20,20,15,752
2023,2,20,20,30,743
2023,2,20,20,45,729
2023,2,20,21,0,712
2023,2,20,21,15,691
2023,2,20,21,30,667
2023,2,20,21,45,638
2023,2,20,22,0,606
2023,2,20,22,15,571
2023,2,20,22,30,532
2023,2,20,22,45,487
2023,2,20,23,0,443
2023,2,20,23,15,397
2023,2,20,23,30,348
2023,2,20,23,45,298
2023,2,21,0,0,247
2023,2,21,0,15,195
2023,2,21,0,30,144
2023,2,21,0,45,96
2023,2,21,1,0,52
2023,2,21,1,15,18
2023,2,21,1,30,0
2023,2,21,1,45,0
2023,2,21,2,0,0
2023,2,21,2,15,0
2023,2,21,2,30,0
2023,2,21,2,45,0
2023,2,21,3,0,0
2023,2,21,3,15,0
2023,2,21,3,30,0
2023,2,21,3,45,0
2023,2,21,4,0,0
2023,2,21,4,15,0
2023,2,21,4,30,0
2023,2,21,4,45,0
2023,2,21,5,0,0
2023,2,21,5,15,0
2023,2,21,5,30,0
2023,2,21,5,45,0
2023,2,21,6,0,0
2023,2,21,6,15,0
2023,2,21,6,30,0
2023,2,21,6,45,0
2023,2,21,7,0,0
2023,2,21,7,15,0
2023,2,21,7,30,0
2023,2,21,7,45,0
2023,2,21,8,0,0
2023,2,21,8,15,0
2023,2,21,8,30,0
2023,2,21,8,45,0
2023,2,21,9,0,0
2023,2,21,9,15,0
2023,2,21,9,30,0
2023,2,21,9,45,0
2023,2,21,10,0,0
2023,2,21,10,15,0
2023,2,21,10,30,0
2023,2,21,10,45,0
2023,2,21,11,0,0
2023,2,21,11,15,0
2023,2,21,11,30,0
2023,2,21,11,45,0
2023,2,21,12,0,0
2023,2,21,12,15,0
2023,2,21,12,30,0
2023,2,21,12,45,0
2023,2,21,13,0,0
2023,2,21,13,15,0
2023,2,21,13,30,0
2023,2,21,13,45,0
2023,2,21,14,0,0
2023,2,21,14,15,0
2023,2,21,14,30,16
2023,2,21,14,45,49
2023,2,21,15,0,93
2023,2,21,15,15,141
2023,2,21,15,30,191
2023,2,21,15,45,243
2023,2,21,16,0,295
2023,2,21,16,15,344
2023,2,21,16,30,392
2023,2,21,16,45,438
2023,2,21,17,0,482
2023,2,21,17,15,397
2023,2,21,17,30,561
2023,2,21,17,45,562
2023,2,21,18,0,597
2023,2,21,18,15,541
2023,2,21,18,30,538
2023,2,21,18,45,628
2023,2,21,19,0,586
2023,2,21,19,15,627
2023,2,21,19,30,737
2023,2,21,19,45,738
2023,2,21,20,0,738
2023,2,21,20,15,734
2023,2,21,20,30,531
2023,2,21,20,45,554
2023,2,21,21,0,545
2023,2,21,21,15,506
2023,2,21,21,30,447
2023,2,21,21,45,349
2023,2,21,22,0,319
2023,2,21,22,15,294
2023,2,21,22,30,102
2023,2,21,22,45,154
2023,2,21,23,0,90
2023,2,21,23,15,134
2023,2,21,23,30,168
2023,2,21,23,45,223
2023,2,22,0,0,147
2023,2,22,0,15,8
2023,2,22,0,30,34
2023,2,22,0,45,39
2023,2,22,1,0,25
2023,2,22,1,15,8
2023,2,22,1,30,0
2023,2,22,1,45,0
2023,2,22,2,0,0
2023,2,22,2,15,0
2023,2,22,2,30,0
2023,2,22,2,45,0
2023,2,22,3,0,0
2023,2,22,3,15,0
2023,2,22,3,30,0
2023,2,22,3,45,0
2023,2,22,4,0,0
2023,2,22,4,15,0
2023,2,22,4,30,0
2023,2,22,4,45,0
2023,2,22,5,0,0
2023,2,22,5,15,0
2023,2,22,5,30,0
2023,2,22,5,45,0
2023,2,22,6,0,0
2023,2,22,6,15,0
2023,2,22,6,30,0
2023,2,22,6,45,0
2023,2,22,7,0,0
2023,2,22,7,15,0
2023,2,22,7,30,0
2023,2,22,7,45,0
2023,2,22,8,0,0
2023,2,22,8,15,0
2023,2,22,8,30,0
2023,2,22,8,45,0
2023,2,22,9,0,0
2023,2,22,9,15,0
2023,2,22,9,30,0
2023,2,22,9,45,0
2023,2,22,10,0,0
2023,2,22,10,15,0
2023,2,22,10,30,0
2023,2,22,10,45,0
2023,2,22,11,0,0
2023,2,22,11,15,0
2023,2,22,11,30,0
2023,2,22,11,45,0
2023,2,22,12,0,0
2023,2,22,12,15,0
2023,2,22,12,30,0
2023,2,22,12,45,0
2023,2,22,13,0,0
2023,2,22,13,15,0
2023,2,22,13,30,0
2023,2,22,13,45,0
2023,2,22,14,0,0
2023,2,22,14,15,0
2023,2,22,14,30,9
2023,2,22,14,45,28
2023,2,22,15,0,46
2023,2,22,15,15,84
2023,2,22,15,30,5
2023,2,22,15,45,95
2023,2,22,16,0,45
2023,2,22,16,15,252
2023,2,22,16,30,338
2023,2,22,16,45,467
2023,2,22,17,0,513
2023,2,22,17,15,556
2023,2,22,17,30,596
2023,2,22,17,45,633
2023,2,22,18,0,501
2023,2,22,18,15,696
2023,2,22,18,30,677
2023,2,22,18,45,454
2023,2,22,19,0,432
2023,2,22,19,15,224
2023,2,22,19,30,434
2023,2,22,19,45,117
2023,2,22,20,0,618
2023,2,22,20,15,553
2023,2,22,20,30,567
2023,2,22,20,45,566
2023,2,22,21,0,525
2023,2,22,21,15,145
2023,2,22,21,30,17
2023,2,22,21,45,469
2023,2,22,22,0,67
2023,2,22,22,15,139
2023,2,22,22,30,131
2023,2,22,22,45,192
2023,2,22,23,0,178
2023,2,22,23,15,50
2023,2,22,23,30,254
2023,2,22,23,45,269
2023,2,23,0,0,172
2023,2,23,0,15,118
2023,2,23,0,30,43
2023,2,23,0,45,63
2023,2,23,1,0,25
2023,2,23,1,15,12
2023,2,23,1,30,0
2023,2,23,1,45,0
2023,2,23,2,0,0
2023,2,23,2,15,0
2023,2,23,2,30,0
2023,2,23,2,45,0
2023,2,23,3,0,0
2023,2,23,3,15,0
2023,2,23,3,30,0
2023,2,23,3,45,0
2023,2,23,4,0,0
2023,2,23,4,15,0
2023,2,23,4,30,0
2023,2,23,4,45,0
2023,2,23,5,0,0
2023,2,23,5,15,0
2023,2,23,5,30,0
2023,2,23,5,45,0
2023,2,23,6,0,0
2023,2,23,6,15,0
2023,2,23,6,30,0
2023,2,23,6,45,0
2023,2,23,7,0,0
2023,2,23,7,15,0
2023,2,23,7,30,0
2023,2,23,7,45,0
2023,2,23,8,0,0
2023,2,23,8,15,0
2023,2,23,8,30,0
2023,2,23,8,45,0
2023,2,23,9,0,0
2023,2,23,9,15,0
2023,2,23,9,30,0
2023,2,23,9,45,0
2023,2,23,10,0,0
2023,2,23,10,15,0
2023,2,23,10,30,0
2023,2,23,10,45,0
2023,2,23,11,0,0
2023,2,23,11,15,0
2023,2,23,11,30,0
2023,2,23,11,45,0
2023,2,23,12,0,0
2023,2,23,12,15,0
2023,2,23,12,30,0
2023,2,23,12,45,0
2023,2,23,13,0,0
2023,2,23,13,15,0
2023,2,23,13,30,0
2023,2,23,13,45,0
2023,2,23,14,0,0
2023,2,23,14,15,0
2023,2,23,14,30,21
2023,2,23,14,45,57
2023,2,23,15,0,59
2023,2,23,15,15,152
2023,2,23,15,30,199
2023,2,23,15,45,251
2023,2,23,16,0,261
2023,2,23,16,15,198
2023,2,23,16,30,279
2023,2,23,16,45,428
2023,2,23,17,0,384
2023,2,23,17,15,416
2023,2,23,17,30,402
2023,2,23,17,45,311
2023,2,23,18,0,465
2023,2,23,18,15,609
2023,2,23,18,30,481
2023,2,23,18,45,575
2023,2,23,19,0,487
2023,2,23,19,15,535
2023,2,23,19,30,534
2023,2,23,19,45,215
2023,2,23,20,0,117
2023,2,23,20,15,290
2023,2,23,20,30,18
2023,2,23,20,45,314
2023,2,23,21,0,196
2023,2,23,21,15,27
2023,2,23,21,30,130
2023,2,23,21,45,162
2023,2,23,22,0,13
2023,2,23,22,15,266
2023,2,23,22,30,10
2023,2,23,22,45,373
2023,2,23,23,0,338
2023,2,23,23,15,181
2023,2,23,23,30,86
2023,2,23,23,45,132
2023,2,24,0,0,105
2023,2,24,0,15,108
2023,2,24,0,30,45
2023,2,24,0,45,31
2023,2,24,1,0,25
2023,2,24,1,15,10
2023,2,24,1,30,0
2023,2,24,1,45,0
2023,2,24,2,0,0
2023,2,24,2,15,0
2023,2,24,2,30,0
2023,2,24,2,45,0
2023,2,24,3,0,0
2023,2,24,3,15,0
2023,2,24,3,30,0
2023,2,24,3,45,0
2023,2,24,4,0,0
2023,2,24,4,15,0
2023,2,24,4,30,0
2023,2,24,4,45,0
2023,2,24,5,0,0
2023,2,24,5,15,0
2023,2,24,5,30,0
2023,2,24,5,45,0
2023,2,24,6,0,0
2023,2,24,6,15,0
2023,2,24,6,30,0
2023,2,24,6,45,0
2023,2,24,7,0,0
2023,2,24,7,15,0
2023,2,24,7,30,0
2023,2,24,7,45,0
2023,2,24,8,0,0
2023,2,24,8,15,0
2023,2,24,8,30,0
2023,2,24,8,45,0
2023,2,24,9,0,0
2023,2,24,9,15,0
2023,2,24,9,30,0
2023,2,24,9,45,0
2023,2,24,10,0,0
2023,2,24,10,15,0
2023,2,24,10,30,0
2023,2,24,10,45,0
2023,2,24,11,0,0
2023,2,24,11,15,0
2023,2,24,11,30,0
2023,2,24,11,45,0
2023,2,24,12,0,0
2023,2,24,12,15,0
2023,2,24,12,30,0
2023,2,24,12,45,0
2023,2,24,13,0,0
2023,2,24,13,15,0
2023,2,24,13,30,0
2023,2,24,13,45,0
2023,2,24,14,0,0
2023,2,24,14,15,0
2023,2,24,14,30,15
2023,2,24,14,45,34
2023,2,24,15,0,68
2023,2,24,15,15,155
2023,2,24,15,30,207
2023,2,24,15,45,228
2023,2,24,16,0,224
2023,2,24,16,15,294
2023,2,24,16,30,283
2023,2,24,16,45,202
2023,2,24,17,0,222
2023,2,24,17,15,314
2023,2,24,17,30,383
2023,2,24,17,45,368
2023,2,24,18,0,336
2023,2,24,18,15,399
2023,2,24,18,30,313
2023,2,24,18,45,285
2023,2,24,19,0,285
2023,2,24,19,15,279
2023,2,24,19,30,312
2023,2,24,19,45,342
2023,2,24,20,0,373
2023,2,24,20,15,259
2023,2,24,20,30,335
2023,2,24,20,45,283
2023,2,24,21,0,351
2023,2,24,21,15,453
2023,2,24,21,30,361
2023,2,24,21,45,292
2023,2,24,22,0,354
2023,2,24,22,15,312
2023,2,24,22,30,261
2023,2,24,22,45,299
2023,2,24,23,0,362
2023,2,24,23,15,356
2023,2,24,23,30,339
2023,2,24,23,45,264
2023,2,25,0,0,213
2023,2,25,0,15,156
2023,2,25,0,30,124
2023,2,25,0,45,42
2023,2,25,1,0,20
2023,2,25,1,15,12
2023,2,25,1,30,0
2023,2,25,1,45,0
2023,2,25,2,0,0
2023,2,25,2,15,0
2023,2,25,2,30,0
2023,2,25,2,45,0
2023,2,25,3,0,0
2023,2,25,3,15,0
2023,2,25,3,30,0
2023,2,25,3,45,0
2023,2,25,4,0,0
2023,2,25,4,15,0
2023,2,25,4,30,0
2023,2,25,4,45,0
2023,2,25,5,0,0
2023,2,25,5,15,0
2023,2,25,5,30,0
2023,2,25,5,45,0
2023,2,25,6,0,0
2023,2,25,6,15,0
2023,2,25,6,30,0
2023,2,25,6,45,0
2023,2,25,7,0,0
2023,2,25,7,15,0
2023,2,25,7,30,0
2023,2,25,7,45,0
2023,2,25,8,0,0
2023,2,25,8,15,0
2023,2,25,8,30,0
2023,2,25,8,45,0
2023,2,25,9,0,0
2023,2,25,9,15,0
2023,2,25,9,30,0
2023,2,25,9,45,0
2023,2,25,10,0,0
2023,2,25,10,15,0
2023,2,25,10,30,0
2023,2,25,10,45,0
2023,2,25,11,0,0
2023,2,25,11,15,0
2023,2,25,11,30,0
2023,2,25,11,45,0
2023,2,25,12,0,0
2023,2,25,12,15,0
2023,2,25,12,30,0
2023,2,25,12,45,0
2023,2,25,13,0,0
2023,2,25,13,15,0
2023,2,25,13,30,0
2023,2,25,13,45,0
2023,2,25,14,0,0
2023,2,25,14,15,0
2023,2,25,14,30,16
2023,2,25,14,45,45
2023,2,25,15,0,106
2023,2,25,15,15,104
2023,2,25,15,30,112
2023,2,25,15,45,195
2023,2,25,16,0,225
2023,2,25,16,15,309
2023,2,25,16,30,360
2023,2,25,16,45,406
2023,2,25,17,0,364
2023,2,25,17,15,408
2023,2,25,17,30,521
2023,2,25,17,45,572
2023,2,25,18,0,598
2023,2,25,18,15,631
2023,2,25,18,30,650
2023,2,25,18,45,516
2023,2,25,19,0,579
2023,2,25,19,15,611
2023,2,25,19,30,471
2023,2,25,19,45,450
2023,2,25,20,0,453
2023,2,25,20,15,433
2023,2,25,20,30,473
2023,2,25,20,45,426
2023,2,25,21,0,578
2023,2,25,21,15,545
2023,2,25,21,30,559
2023,2,25,21,45,498
2023,2,25,22,0,604
2023,2,25,22,15,420
2023,2,25,22,30,271
2023,2,25,22,45,334
2023,2,25,23,0,232
2023,2,25,23,15,234
2023,2,25,23,30,239
2023,2,25,23,45,235
2023,2,26,0,0,91
2023,2,26,0,15,167
2023,2,26,0,30,132
2023,2,26,0,45,31
2023,2,26,1,0,15
2023,2,26,1,15,8
2023,2,26,1,30,0
2023,2,26,1,45,0
2023,2,26,2,0,0
2023,2,26,2,15,0
2023,2,26,2,30,0
2023,2,26,2,45,0
2023,2,26,3,0,0
2023,2,26,3,15,0
2023,2,26,3,30,0
2023,2,26,3,45,0
2023,2,26,4,0,0
2023,2,26,4,15,0
2023,2,26,4,30,0
2023,2,26,4,45,0
2023,2,26,5,0,0
2023,2,26,5,15,0
2023,2,26,5,30,0
2023,2,26,5,45,0
2023,2,26,6,0,0
2023,2,26,6,15,0
2023,2,26,6,30,0
2023,2,26,6,45,0
2023,2,26,7,0,0
2023,2,26,7,15,0
2023,2,26,7,30,0
2023,2,26,7,45,0
2023,2,26,8,0,0
2023,2,26,8,15,0
2023,2,26,8,30,0
2023,2,26,8,45,0
2023,2,26,9,0,0
2023,2,26,9,15,0
2023,2,26,9,30,0
2023,2,26,9,45,0
2023,2,26,10,0,0
2023,2,26,10,15,0
2023,2,26,10,30,0
2023,2,26,10,45,0
2023,2,26,11,0,0
2023,2,26,11,15,0
2023,2,26,11,30,0
2023,2,26,11,45,0
2023,2,26,12,0,0
2023,2,26,12,15,0
2023,2,26,12,30,0
2023,2,26,12,45,0
2023,2,26,13,0,0
2023,2,26,13,15,0
2023,2,26,13,30,0
2023,2,26,13,45,0
2023,2,26,14,0,0
2023,2,26,14,15,0
2023,2,26,14,30,31
2023,2,26,14,45,71
2023,2,26,15,0,118
2023,2,26,15,15,170
2023,2,26,15,30,223
2023,2,26,15,45,275
2023,2,26,16,0,328
2023,2,26,16,15,379
2023,2,26,16,30,429
2023,2,26,16,45,477
2023,2,26,17,0,522
2023,2,26,17,15,565
2023,2,26,17,30,604
2023,2,26,17,45,498
2023,2,26,18,0,672
2023,2,26,18,15,597
2023,2,26,18,30,727
2023,2,26,18,45,568
2023,2,26,19,0,766
2023,2,26,19,15,779
2023,2,26,19,30,788
2023,2,26,19,45,788
2023,2,26,20,0,788
2023,2,26,20,15,784
2023,2,26,20,30,776
2023,2,26,20,45,763
2023,2,26,21,0,746
2023,2,26,21,15,725
2023,2,26,21,30,700
2023,2,26,21,45,672
2023,2,26,22,0,639
2023,2,26,22,15,603
2023,2,26,22,30,564
2023,2,26,22,45,522
2023,2,26,23,0,477
2023,2,26,23,15,429
2023,2,26,23,30,380
2023,2,26,23,45,329
2023,2,27,0,0,278
2023,2,27,0,15,225
2023,2,27,0,30,172
2023,2,27,0,45,119
2023,2,27,1,0,71
2023,2,27,1,15,31
2023,2,27,1,30,0
2023,2,27,1,45,0
2023,2,27,2,0,0
2023,2,27,2,15,0
2023,2,27,2,30,0
2023,2,27,2,45,0
2023,2,27,3,0,0
2023,2,27,3,15,0
2023,2,27,3,30,0
2023,2,27,3,45,0
2023,2,27,4,0,0
2023,2,27,4,15,0
2023,2,27,4,30,0
2023,2,27,4,45,0
2023,2,27,5,0,0
2023,2,27,5,15,0
2023,2,27,5,30,0
2023,2,27,5,45,0
2023,2,27,6,0,0
2023,2,27,6,15,0
2023,2,27,6,30,0
2023,2,27,6,45,0
2023,2,27,7,0,0
2023,2,27,7,15,0
2023,2,27,7,30,0
2023,2,27,7,45,0
2023,2,27,8,0,0
2023,2,27,8,15,0
2023,2,27,8,30,0
2023,2,27,8,45,0
2023,2,27,9,0,0
2023,2,27,9,15,0
2023,2,27,9,30,0
2023,2,27,9,45,0
2023,2,27,10,0,0
2023,2,27,10,15,0
2023,2,27,10,30,0
2023,2,27,10,45,0
2023,2,27,11,0,0
2023,2,27,11,15,0
2023,2,27,11,30,0
2023,2,27,11,45,0
2023,2,27,12,0,0
2023,2,27,12,15,0
2023,2,27,12,30,0
2023,2,27,12,45,0
2023,2,27,13,0,0
2023,2,27,13,15,0
2023,2,27,13,30,0
2023,2,27,13,45,0
2023,2,27,14,0,0
2023,2,27,14,15,0
2023,2,27,14,30,33
2023,2,27,14,45,73
2023,2,27,15,0,121
2023,2,27,15,15,173
2023,2,27,15,30,225
2023,2,27,15,45,279
2023,2,27,16,0,331
2023,2,27,16,15,383
2023,2,27,16,30,433
2023,2,27,16,45,480
2023,2,27,17,0,526
2023,2,27,17,15,565
2023,2,27,17,30,605
2023,2,27,17,45,640
2023,2,27,18,0,673
2023,2,27,18,15,702
2023,2,27,18,30,727
2023,2,27,18,45,748
2023,2,27,19,0,762
2023,2,27,19,15,775
2023,2,27,19,30,784
2023,2,27,19,45,788
2023,2,27,20,0,246
2023,2,27,20,15,75
2023,2,27,20,30,528
2023,2,27,20,45,762
2023,2,27,21,0,584
2023,2,27,21,15,142
2023,2,27,21,30,71
2023,2,27,21,45,201
2023,2,27,22,0,634
2023,2,27,22,15,598
2023,2,27,22,30,559
2023,2,27,22,45,331
2023,2,27,23,0,348
2023,2,27,23,15,294
2023,2,27,23,30,375
2023,2,27,23,45,243
2023,2,28,0,0,113
2023,2,28,0,15,134
2023,2,28,0,30,105
2023,2,28,0,45,116
2023,2,28,1,0,69
2023,2,28,1,15,16
2023,2,28,1,30,0
2023,2,28,1,45,0
2023,2,28,2,0,0
2023,2,28,2,15,0
2023,2,28,2,30,0
2023,2,28,2,45,0
2023,2,28,3,0,0
2023,2,28,3,15,0
2023,2,28,3,30,0
2023,2,28,3,45,0
2023,2,28,4,0,0
2023,2,28,4,15,0
2023,2,28,4,30,0
2023,2,28,4,45,0
2023,2,28,5,0,0
2023,2,28,5,15,0
2023,2,28,5,30,0
2023,2,28,5,45,0
2023,2,28,6,0,0
2023,2,28,6,15,0
2023,2,28,6,30,0
2023,2,28,6,45,0
2023,2,28,7,0,0
2023,2,28,7,15,0
2023,2,28,7,30,0
2023,2,28,7,45,0
2023,2,28,8,0,0
2023,2,28,8,15,0
2023,2,28,8,30,0
2023,2,28,8,45,0
2023,2,28,9,0,0
2023,2,28,9,15,0
2023,2,28,9,30,0
2023,2,28,9,45,0
2023,2,28,10,0,0
2023,2,28,10,15,0
2023,2,28,10,30,0
2023,2,28,10,45,0
2023,2,28,11,0,0
2023,2,28,11,15,0
2023,2,28,11,30,0
2023,2,28,11,45,0
2023,2,28,12,0,0
2023,2,28,12,15,0
2023,2,28,12,30,0
2023,2,28,12,45,0
2023,2,28,13,0,0
2023,2,28,13,15,0
2023,2,28,13,30,0
2023,2,28,13,45,0
2023,2,28,14,0,0
2023,2,28,14,15,0
2023,2,28,14,30,22
2023,2,28,14,45,44
2023,2,28,15,0,58
2023,2,28,15,15,109
2023,2,28,15,30,154
2023,2,28,15,45,273
2023,2,28,16,0,295
2023,2,28,16,15,388
2023,2,28,16,30,438
2023,2,28,16,45,486
2023,2,28,17,0,451
2023,2,28,17,15,459
2023,2,28,17,30,543
2023,2,28,17,45,560
2023,2,28,18,0,596
2023,2,28,18,15,711
2023,2,28,18,30,659
2023,2,28,18,45,756
2023,2,28,19,0,628
2023,2,28,19,15,726
2023,2,28,19,30,683
2023,2,28,19,45,606
2023,2,28,20,0,741
2023,2,28,20,15,403
2023,2,28,20,30,574
2023,2,28,20,45,637
2023,2,28,21,0,334
2023,2,28,21,15,495
2023,2,28,21,30,311
2023,2,28,21,45,34
2023,2,28,22,0,227
2023,2,28,22,15,78
2023,2,28,22,30,237
2023,2,28,22,45,121
2023,2,28,23,0,409
2023,2,28,23,15,352
2023,2,28,23,30,309
2023,2,28,23,45,256
2023,3,1,0,0,271
2023,3,1,0,15,225
2023,3,1,0,30,173
2023,3,1,0,45,122
2023,3,1,1,0,75
2023,3,1,1,15,35
2023,3,1,1,30,0
2023,3,1,1,45,0
2023,3,1,2,0,0
2023,3,1,2,15,0
2023,3,1,2,30,0
2023,3,1,2,45,0
2023,3,1,3,0,0
2023,3,1,3,15,0
2023,3,1,3,30,0
2023,3,1,3,45,0
2023,3,1,4,0,0
2023,3,1,4,15,0
2023,3,1,4,30,0
2023,3,1,4,45,0
2023,3,1,5,0,0
2023,3,1,5,15,0
2023,3,1,5,30,0
2023,3,1,5,45,0
2023,3,1,6,0,0
2023,3,1,6,15,0
2023,3,1,6,30,0
2023,3,1,6,45,0
2023,3,1,7,0,0
2023,3,1,7,15,0
2023,3,1,7,30,0
2023,3,1,7,45,0
2023,3,1,8,0,0
2023,3,1,8,15,0
2023,3,1,8,30,0
2023,3,1,8,45,0
2023,3,1,9,0,0
2023,3,1,9,15,0
2023,3,1,9,30,0
2023,3,1,9,45,0
2023,3,1,10,0,0
2023,3,1,10,15,0
2023,3,1,10,30,0
2023,3,1,10,45,0
2023,3,1,11,0,0
2023,3,1,11,15,0
2023,3,1,11,30,0
2023,3,1,11,45,0
2023,3,1,12,0,0
2023,3,1,12,15,0
2023,3,1,12,30,0
2023,3,1,12,45,0
2023,3,1,13,0,0
2023,3,1,13,15,0
2023,3,1,13,30,0
2023,3,1,13,45,0
2023,3,1,14,0,0
2023,3,1,14,15,0
2023,3,1,14,30,12
2023,3,1,14,45,14
2023,3,1,15,0,3
2023,3,1,15,15,168
2023,3,1,15,30,167
2023,3,1,15,45,239
2023,3,1,16,0,133
2023,3,1,16,15,71
2023,3,1,16,30,20
2023,3,1,16,45,212
2023,3,1,17,0,142
2023,3,1,17,15,86
2023,3,1,17,30,69
2023,3,1,17,45,193
2023,3,1,18,0,32
2023,3,1,18,15,39
2023,3,1,18,30,35
2023,3,1,18,45,716
2023,3,1,19,0,766
2023,3,1,19,15,782
2023,3,1,19,30,605
2023,3,1,19,45,593
2023,3,1,20,0,560
2023,3,1,20,15,540
2023,3,1,20,30,474
2023,3,1,20,45,482
2023,3,1,21,0,313
2023,3,1,21,15,468
2023,3,1,21,30,255
2023,3,1,21,45,197
2023,3,1,22,0,151
2023,3,1,22,15,207
2023,3,1,22,30,95
2023,3,1,22,45,68
2023,3,1,23,0,231
2023,3,1,23,15,339
2023,3,1,23,30,304
2023,3,1,23,45,269
2023,3,2,0,0,183
2023,3,2,0,15,136
2023,3,2,0,30,4
2023,3,2,0,45,41
2023,3,2,1,0,39
2023,3,2,1,15,21
2023,3,2,1,30,0
2023,3,2,1,45,0
2023,3,2,2,0,0
2023,3,2,2,15,0
2023,3,2,2,30,0
2023,3,2,2,45,0
2023,3,2,3,0,0
2023,3,2,3,15,0
2023,3,2,3,30,0
2023,3,2,3,45,0
2023,3,2,4,0,0
2023,3,2,4,15,0
2023,3,2,4,30,0
2023,3,2,4,45,0
2023,3,2,5,0,0
2023,3,2,5,15,0
2023,3,2,5,30,0
2023,3,2,5,45,0
2023,3,2,6,0,0
2023,3,2,6,15,0
2023,3,2,6,30,0
2023,3,2,6,45,0
2023,3,2,7,0,0
2023,3,2,7,15,0
2023,3,2,7,30,0
2023,3,2,7,45,0
2023,3,2,8,0,0
2023,3,2,8,15,0
2023,3,2,8,30,0
2023,3,2,8,45,0
2023,3,2,9,0,0
2023,3,2,9,15,0
2023,3,2,9,30,0
2023,3,2,9,45,0
2023,3,2,10,0,0
2023,3,2,10,15,0
2023,3,2,10,30,0
2023,3,2,10,45,0
2023,3,2,11,0,0
2023,3,2,11,15,0
2023,3,2,11,30,0
2023,3,2,11,45,0
2023,3,2,12,0,0
2023,3,2,12,15,0
2023,3,2,12,30,0
2023,3,2,12,45,0
2023,3,2,13,0,0
2023,3,2,13,15,0
2023,3,2,13,30,0
2023,3,2,13,45,0
2023,3,2,14,0,0
2023,3,2,14,15,0
2023,3,2,14,30,46
2023,3,2,14,45,91
2023,3,2,15,0,142
2023,3,2,15,15,195
2023,3,2,15,30,250
2023,3,2,15,45,304
2023,3,2,16,0,358
2023,3,2,16,15,410
2023,3,2,16,30,461
2023,3,2,16,45,510
2023,3,2,17,0,555
2023,3,2,17,15,598
2023,3,2,17,30,638
2023,3,2,17,45,674
2023,3,2,18,0,708
2023,3,2,18,15,737
2023,3,2,18,30,612
2023,3,2,18,45,725
2023,3,2,19,0,801
2023,3,2,19,15,814
2023,3,2,19,30,822
2023,3,2,19,45,826
2023,3,2,20,0,826
2023,3,2,20,15,821
2023,3,2,20,30,813
2023,3,2,20,45,800
2023,3,2,21,0,783
2023,3,2,21,15,761
2023,3,2,21,30,736
2023,3,2,21,45,701
2023,3,2,22,0,668
2023,3,2,22,15,632
2023,3,2,22,30,592
2023,3,2,22,45,549
2023,3,2,23,0,504
2023,3,2,23,15,455
2023,3,2,23,30,405
2023,3,2,23,45,353
2023,3,3,0,0,299
2023,3,3,0,15,245
2023,3,3,0,30,191
2023,3,3,0,45,138
2023,3,3,1,0,87
2023,3,3,1,15,43
2023,3,3,1,30,0
2023,3,3,1,45,0
2023,3,3,2,0,0
2023,3,3,2,15,0
2023,3,3,2,30,0
2023,3,3,2,45,0
2023,3,3,3,0,0
2023,3,3,3,15,0
2023,3,3,3,30,0
2023,3,3,3,45,0
2023,3,3,4,0,0
2023,3,3,4,15,0
2023,3,3,4,30,0
2023,3,3,4,45,0
