country	country_code	ETS information	main activity sector name	unit	value	year
Italy	IT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	20 Combustion of fuels	tonne of CO2 equ.	0	2016
Italy	IT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	20 Combustion of fuels	tonne of CO2 equ.	0	2020
Italy	IT	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	146736379	2006
Italy	IT	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	97662253	2015
Italy	IT	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	143483040	2005
Italy	IT	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	119564692	2010
Italy	IT	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	96771082	2017
Italy	IT	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	88113392	2018
Italy	IT	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	77590216	2021
Italy	IT	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	84591603	2022
Ireland	IE	2. Verified emissions	10 Aviation	tonne of CO2 equ.	11640954	2017
Ireland	IE	2. Verified emissions	10 Aviation	tonne of CO2 equ.	12431956	2018
Ireland	IE	2. Verified emissions	10 Aviation	tonne of CO2 equ.	5292954	2021
Ireland	IE	2. Verified emissions	10 Aviation	tonne of CO2 equ.	10287893	2022
Ireland	IE	2.1 EU-ETS Verified Emission	10 Aviation	tonne of CO2 equ.	12779954	2019
Ireland	IE	4. Total surrendered units	10 Aviation	tonne of CO2 equ.	6351	2013
Ireland	IE	4. Total surrendered units	10 Aviation	tonne of CO2 equ.	15478556	2014
Ireland	IE	4. Total surrendered units	10 Aviation	tonne of CO2 equ.	8582748	2015
Ireland	IE	4.2 Surrendered certified emission reductions (CERs)	10 Aviation	tonne of CO2 equ.	0	2008
Ireland	IE	4.2 Surrendered certified emission reductions (CERs)	10 Aviation	tonne of CO2 equ.	0	2010
Ireland	IE	4.3 Surrendered emission reduction units (ERUs)	10 Aviation	tonne of CO2 equ.	0	2007
Ireland	IE	4.3 Surrendered emission reduction units (ERUs)	10 Aviation	tonne of CO2 equ.	0	2008
Ireland	IE	4.3 Surrendered emission reduction units (ERUs)	10 Aviation	tonne of CO2 equ.	0	2010
Ireland	IE	4.4 Surrendered Units CHU/CHUAA	10 Aviation	tonne of CO2 equ.	3985	2020
Bulgaria	BG	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	21806523	2013
Bulgaria	BG	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	19654265	2014
Bulgaria	BG	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	17658558	2015
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	38303000	2008
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	35266538	2010
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	8685511	2017
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	8275447	2018
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	6822918	2021
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	6638436	2022
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	25 Production or processing of ferrous metals	tonne of CO2 equ.	33670	2013
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	25 Production or processing of ferrous metals	tonne of CO2 equ.	33084	2014
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	25 Production or processing of ferrous metals	tonne of CO2 equ.	32492	2015
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2013
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2017
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2018
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2022
Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2019
Bulgaria	BG	2. Verified emissions	25 Production or processing of ferrous metals	tonne of CO2 equ.	32332	2007
Bulgaria	BG	2. Verified emissions	25 Production or processing of ferrous metals	tonne of CO2 equ.	38456	2008
Bulgaria	BG	2. Verified emissions	25 Production or processing of ferrous metals	tonne of CO2 equ.	29776	2016
Bulgaria	BG	2. Verified emissions	25 Production or processing of ferrous metals	tonne of CO2 equ.	40595	2021
Bulgaria	BG	4. Total surrendered units	25 Production or processing of ferrous metals	tonne of CO2 equ.	60344	2009
Bulgaria	BG	4. Total surrendered units	25 Production or processing of ferrous metals	tonne of CO2 equ.	28818	2011
Bulgaria	BG	4. Total surrendered units	25 Production or processing of ferrous metals	tonne of CO2 equ.	18456	2012
Bulgaria	BG	4. Total surrendered units	25 Production or processing of ferrous metals	tonne of CO2 equ.	34772	2020
Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	25 Production or processing of ferrous metals	tonne of CO2 equ.	20840	2010
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	726033	2013
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	713423	2014
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	700663	2015
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2013
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	1971	2014
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	3033	2015
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	9681	2018
Bulgaria	BG	2. Verified emissions	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	70166	2007
Bulgaria	BG	2. Verified emissions	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	65622	2008
Bulgaria	BG	2. Verified emissions	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	288366	2019
Bulgaria	BG	2. Verified emissions	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	285921	2021
Bulgaria	BG	2. Verified emissions	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	291350	2022
Bulgaria	BG	4. Total surrendered units	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	118731	2009
Bulgaria	BG	4. Total surrendered units	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	54080	2011
Bulgaria	BG	4. Total surrendered units	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	36379	2012
Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2007
Slovenia	SI	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	31 Manufacture of glass	tonne of CO2 equ.	0	2013
Slovenia	SI	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	31 Manufacture of glass	tonne of CO2 equ.	0	2014
Slovenia	SI	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	31 Manufacture of glass	tonne of CO2 equ.	0	2015
Slovenia	SI	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	74951	2012
Slovenia	SI	2.1 EU-ETS Verified Emission	31 Manufacture of glass	tonne of CO2 equ.	71166	2006
Slovenia	SI	2.1 EU-ETS Verified Emission	31 Manufacture of glass	tonne of CO2 equ.	48365	2020
Slovenia	SI	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	79224	2008
Slovenia	SI	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	56308	2019
Slovenia	SI	4.1 Surrendered EU allowances (EUAs and EUAAs)	31 Manufacture of glass	tonne of CO2 equ.	70796	2011
Slovenia	SI	4.1 Surrendered EU allowances (EUAs and EUAAs)	31 Manufacture of glass	tonne of CO2 equ.	12687	2012
Slovenia	SI	4.3 Surrendered emission reduction units (ERUs)	31 Manufacture of glass	tonne of CO2 equ.	0	2006
Slovenia	SI	4.3 Surrendered emission reduction units (ERUs)	31 Manufacture of glass	tonne of CO2 equ.	0	2009
Slovenia	SI	4.3 Surrendered emission reduction units (ERUs)	31 Manufacture of glass	tonne of CO2 equ.	5000	2011
Slovenia	SI	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	59691	2007
Slovenia	SI	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	61437	2008
Slovenia	SI	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	0	2016
Slovenia	SI	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	0	2019
Slovenia	SI	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	0	2020
Slovenia	SI	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	59691	2007
Slovenia	SI	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	61437	2008
Slovenia	SI	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	56886	2010
Slovenia	SI	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	0	2017
Slovenia	SI	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	0	2018
Slovenia	SI	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	32 Manufacture of ceramics	tonne of CO2 equ.	0	2016
Slovenia	SI	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	32 Manufacture of ceramics	tonne of CO2 equ.	0	2020
Slovenia	SI	2.1 EU-ETS Verified Emission	32 Manufacture of ceramics	tonne of CO2 equ.	35913	2011
Slovenia	SI	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	65327	2005
Slovenia	SI	4.2 Surrendered certified emission reductions (CERs)	32 Manufacture of ceramics	tonne of CO2 equ.	0	2006
Slovenia	SI	4.2 Surrendered certified emission reductions (CERs)	32 Manufacture of ceramics	tonne of CO2 equ.	1152	2009
Germany	DE	2.1 EU-ETS Verified Emission	23 Metal ore roasting or sintering	tonne of CO2 equ.	310463	2008
Germany	DE	2.1 EU-ETS Verified Emission	23 Metal ore roasting or sintering	tonne of CO2 equ.	269226	2010
Germany	DE	4.2 Surrendered certified emission reductions (CERs)	23 Metal ore roasting or sintering	tonne of CO2 equ.	1000	2009
Germany	DE	4.3 Surrendered emission reduction units (ERUs)	23 Metal ore roasting or sintering	tonne of CO2 equ.	0	2007
Germany	DE	4.3 Surrendered emission reduction units (ERUs)	23 Metal ore roasting or sintering	tonne of CO2 equ.	0	2008
Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	23 Metal ore roasting or sintering	tonne of CO2 equ.	0	2022
Germany	DE	2. Verified emissions	23 Metal ore roasting or sintering	tonne of CO2 equ.	316985	2007
Germany	DE	2. Verified emissions	23 Metal ore roasting or sintering	tonne of CO2 equ.	310463	2008
Germany	DE	2. Verified emissions	23 Metal ore roasting or sintering	tonne of CO2 equ.	64772	2016
Germany	DE	2. Verified emissions	23 Metal ore roasting or sintering	tonne of CO2 equ.	79149	2019
Germany	DE	2. Verified emissions	23 Metal ore roasting or sintering	tonne of CO2 equ.	72621	2021
Germany	DE	2. Verified emissions	23 Metal ore roasting or sintering	tonne of CO2 equ.	62355	2022
Germany	DE	4. Total surrendered units	23 Metal ore roasting or sintering	tonne of CO2 equ.	269226	2010
Germany	DE	4. Total surrendered units	23 Metal ore roasting or sintering	tonne of CO2 equ.	69471	2017
Germany	DE	4.1 Surrendered EU allowances (EUAs and EUAAs)	23 Metal ore roasting or sintering	tonne of CO2 equ.	302625	2006
Germany	DE	4.1 Surrendered EU allowances (EUAs and EUAAs)	23 Metal ore roasting or sintering	tonne of CO2 equ.	169333	2009
Germany	DE	1.1 Freely allocated allowances	24  Production of pig iron or steel	tonne of CO2 equ.	57514428	2009
Germany	DE	1.1 Freely allocated allowances	24  Production of pig iron or steel	tonne of CO2 equ.	43814909	2016
Germany	DE	1.1 Freely allocated allowances	24  Production of pig iron or steel	tonne of CO2 equ.	41338816	2019
Germany	DE	1.1 Freely allocated allowances	24  Production of pig iron or steel	tonne of CO2 equ.	42602898	2023
Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	24  Production of pig iron or steel	tonne of CO2 equ.	57514428	2009
Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	24  Production of pig iron or steel	tonne of CO2 equ.	40645254	2019
Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	24  Production of pig iron or steel	tonne of CO2 equ.	42602898	2023
Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	24  Production of pig iron or steel	tonne of CO2 equ.	680866	2020
Germany	DE	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2017
Germany	DE	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2021
Germany	DE	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2022
Germany	DE	2. Verified emissions	24  Production of pig iron or steel	tonne of CO2 equ.	28686716	2006
Germany	DE	2. Verified emissions	24  Production of pig iron or steel	tonne of CO2 equ.	25065607	2020
Germany	DE	2.1 EU-ETS Verified Emission	24  Production of pig iron or steel	tonne of CO2 equ.	27482415	2005
Germany	DE	2.1 EU-ETS Verified Emission	24  Production of pig iron or steel	tonne of CO2 equ.	28166384	2013
Germany	DE	2.1 EU-ETS Verified Emission	24  Production of pig iron or steel	tonne of CO2 equ.	29877260	2017
Germany	DE	2.1 EU-ETS Verified Emission	24  Production of pig iron or steel	tonne of CO2 equ.	30139010	2018
Germany	DE	2.1 EU-ETS Verified Emission	24  Production of pig iron or steel	tonne of CO2 equ.	26373854	2022
Germany	DE	4. Total surrendered units	24  Production of pig iron or steel	tonne of CO2 equ.	29367738	2015
Germany	DE	4.2 Surrendered certified emission reductions (CERs)	24  Production of pig iron or steel	tonne of CO2 equ.	5797385	2011
Germany	DE	4.2 Surrendered certified emission reductions (CERs)	24  Production of pig iron or steel	tonne of CO2 equ.	2594623	2012
Germany	DE	4.3 Surrendered emission reduction units (ERUs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2005
Italy	IT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2022
Italy	IT	2. Verified emissions	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	507858	2015
Italy	IT	4. Total surrendered units	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	505357	2016
Italy	IT	4. Total surrendered units	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	523107	2020
Italy	IT	4.1 Surrendered EU allowances (EUAs and EUAAs)	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2008
Italy	IT	4.1 Surrendered EU allowances (EUAs and EUAAs)	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2010
Italy	IT	4.3 Surrendered emission reduction units (ERUs)	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2005
Italy	IT	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	26189557	2006
Italy	IT	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	28257876	2009
Italy	IT	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	16476408	2016
Italy	IT	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	14127385	2020
Italy	IT	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	14180341	2019
Italy	IT	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	10276800	2023
Italy	IT	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	28636539	2007
Italy	IT	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	26180574	2008
Italy	IT	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	21382532	2010
Italy	IT	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	12164419	2017
Italy	IT	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	12422813	2021
Ireland	IE	4.1 Surrendered EU allowances (EUAs and EUAAs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2007
Ireland	IE	4.1 Surrendered EU allowances (EUAs and EUAAs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2008
Ireland	IE	4.1 Surrendered EU allowances (EUAs and EUAAs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2010
Ireland	IE	4.2 Surrendered certified emission reductions (CERs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2005
Ireland	IE	4.3 Surrendered emission reduction units (ERUs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2006
Ireland	IE	1.1 Freely allocated allowances	42 Production of bulk chemicals	tonne of CO2 equ.	105742	2007
Ireland	IE	1.1.1 Free allocation to existing entities (Art. 10a(1))	42 Production of bulk chemicals	tonne of CO2 equ.	105742	2007
Ireland	IE	2. Verified emissions	42 Production of bulk chemicals	tonne of CO2 equ.	75914	2005
Ireland	IE	2.1 EU-ETS Verified Emission	42 Production of bulk chemicals	tonne of CO2 equ.	75914	2005
Ireland	IE	4.2 Surrendered certified emission reductions (CERs)	42 Production of bulk chemicals	tonne of CO2 equ.	0	2007
Ireland	IE	4.2 Surrendered certified emission reductions (CERs)	42 Production of bulk chemicals	tonne of CO2 equ.	0	2008
Ireland	IE	4.3 Surrendered emission reduction units (ERUs)	42 Production of bulk chemicals	tonne of CO2 equ.	0	2007
Ireland	IE	4.3 Surrendered emission reduction units (ERUs)	42 Production of bulk chemicals	tonne of CO2 equ.	0	2008
Ireland	IE	4.3 Surrendered emission reduction units (ERUs)	42 Production of bulk chemicals	tonne of CO2 equ.	0	2010
Iceland	IS	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	175262	2021
Germany	DE	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	20641126	2009
Germany	DE	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	17939453	2016
Germany	DE	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	16214061	2020
Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	20641126	2009
Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	17847377	2016
Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	16088959	2020
Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	29 Production of cement clinker	tonne of CO2 equ.	125102	2020
Germany	DE	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	22038127	2007
Germany	DE	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	20433821	2008
Germany	DE	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	18577145	2010
Germany	DE	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	20464671	2017
Germany	DE	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	19998154	2018
Germany	DE	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	20531906	2021
Germany	DE	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	18762506	2022
Germany	DE	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	19450261	2013
Germany	DE	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	20052800	2014
Germany	DE	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	18631763	2015
Germany	DE	4.3 Surrendered emission reduction units (ERUs)	29 Production of cement clinker	tonne of CO2 equ.	0	2005
Germany	DE	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	12167256	2010
Germany	DE	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	7492099	2017
Germany	DE	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	7384845	2018
Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	12394840	2011
Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	561923	2017
Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2021
Belgium	BE	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	10 Aviation	tonne of CO2 equ.	0	Total 3rd trading period (13-20)
Belgium	BE	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	26114096	Total 3rd trading period (13-20)
Belgium	BE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	20 Combustion of fuels	tonne of CO2 equ.	1549806	Total 3rd trading period (13-20)
Bulgaria	BG	2.1 EU-ETS Verified Emission	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	6345759	Total 3rd trading period (13-20)
Cyprus	CY	2. Verified emissions	10 Aviation	tonne of CO2 equ.	479191	Total 3rd trading period (13-20)
Cyprus	CY	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	10975978	Total 3rd trading period (13-20)
Bulgaria	BG	1.1 Freely allocated allowances	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	65561	2008
Bulgaria	BG	1.1 Freely allocated allowances	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	61877	2010
Bulgaria	BG	1.1 Freely allocated allowances	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	677664	2017
Bulgaria	BG	1.1 Freely allocated allowances	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	671266	2018
Bulgaria	BG	1.1 Freely allocated allowances	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	476502	2021
Bulgaria	BG	1.1 Freely allocated allowances	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	475824	2022
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	65561	2008
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	61877	2010
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	674741	2017
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	661585	2018
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	476502	2021
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	475824	2022
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	2923	2017
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2021
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2022
Bulgaria	BG	2. Verified emissions	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	309396	2016
Bulgaria	BG	2.1 EU-ETS Verified Emission	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	54080	2011
Bulgaria	BG	2.1 EU-ETS Verified Emission	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	37247	2012
Bulgaria	BG	4.2 Surrendered certified emission reductions (CERs)	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	0	2009
Bulgaria	BG	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	2291514	2019
Bulgaria	BG	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	1545940	2023
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	2291514	2019
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	1545940	2023
Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	29 Production of cement clinker	tonne of CO2 equ.	0	2019
Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	29 Production of cement clinker	tonne of CO2 equ.	0	2013
Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	29 Production of cement clinker	tonne of CO2 equ.	0	2017
Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	29 Production of cement clinker	tonne of CO2 equ.	0	2018
Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	29 Production of cement clinker	tonne of CO2 equ.	0	2021
Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	29 Production of cement clinker	tonne of CO2 equ.	0	2022
Bulgaria	BG	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	34702596	2012
Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	20 Combustion of fuels	tonne of CO2 equ.	6528467	2016
Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	20 Combustion of fuels	tonne of CO2 equ.	1561427	2019
Bulgaria	BG	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	27669013	2009
Bulgaria	BG	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	34669936	2011
Bulgaria	BG	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	30777290	2012
Bulgaria	BG	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	34669936	2011
Bulgaria	BG	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	30777290	2012
